Name,DAYS_0,DAYS_25,DAYS_50,DAYS_75,DAYS_100,DAYS_125,DAYS_150,DAYS_175,DAYS_200,DAYS_225
SKYGOLD,4140.4501953125,3029.949951171875,2661.35009765625,1987.699951171875,1655.699951171875,1202.949951171875,1074.800048828125,1065.6500244140625,1159.449951171875,956.0999755859375
